"Death_year","Age_bin","mean.plhiv.total","mean.plhiv.males","mean.plhiv.females","mean.hivdeaths.total","mean.hivdeaths.males","mean.hivdeaths.females","Undiagnosed.total","Undiagnosed.m","Undiagnosed.f","DiagnosedNoARTInit.total","DiagnosedNoARTInit.m","DiagnosedNoARTInit.f","OnART.Under6.firstinit.under200.total","OnART.Under6.firstinit.under200.m","OnART.Under6.firstinit.under200.f","OnART.Under6.firstinit.over200.total","OnART.Under6.firstinit.over200.m","OnART.Under6.firstinit.over200.f","OnART.reinit6mo.under200.total","OnART.reinit6mo.under200.m","OnART.reinit6mo.under200.f","OnART.reinit6mo.over200.total","OnART.reinit6mo.over200.m","OnART.reinit6mo.over200.f","OnART.VL.no.total","OnART.VL.no.m","OnART.VL.no.f","OnART.VL.supp.total","OnART.VL.supp.m","OnART.VL.supp.f","OnART.6mo.VL.no.total","OnART.6mo.VL.no.m","OnART.6mo.VL.no.f","OnART.6mo.VL.supp.total","OnART.6mo.VL.supp.m","OnART.6mo.VL.supp.f","OnART.over6mo.VL.no.total","OnART.over6mo.VL.no.m","OnART.over6mo.VL.no.f","OnART.over6mo.VL.supp.total","OnART.over6mo.VL.supp.m","OnART.over6mo.VL.supp.f","ART.interrupt.any.total","ART.interrupt.any.m","ART.interrupt.any.f","ART.interrupt.1st.total","ART.interrupt.1st.m","ART.interrupt.1st.f","ART.interrupt.second.under6mototal","ART.interrupt.second.under6mom","ART.interrupt.second.under6mof","ART.interrupt.second.over6mototal","ART.interrupt.second.over6mom","ART.interrupt.second.over6mof","OnART.all.under200total","OnART.all.under200m","OnART.all.under200f","OnART.all.over200total","OnART.all.over200m","OnART.all.over200f","OnART.under6mo.under200total","OnART.under6mo.under200m","OnART.under6mo.under200f","OnART.under6mo.over200total","OnART.under6mo.over200m","OnART.under6mo.over200f","OnART.over6mo.under200total","OnART.over6mo.under200m","OnART.over6mo.under200f","OnART.over6mo.over200total","OnART.over6mo.over200m","OnART.over6mo.over200f","psf","sim.id"
2010,15,25242.895578917058,7176.191611574437,18066.703967342622,1234.3143459441555,552.4728724189326,681.8414735252228,106.5311116984593,51.35356720011586,55.17754449834344,981.5858799556396,429.7865689940809,551.7993109615587,118.30167462689049,67.23379714726708,51.06787747962341,15.74987136897898,0,15.74987136897898,8.197878154937632,4.098939077468816,4.098939077468816,3.947930139249469,0,3.947930139249469,134.54830858013977,67.33757011725793,67.21073846288185,0,0,0,91.20326355314329,43.877817066311785,47.325446486831495,0,0,0,0,0,0,43.34504502699649,23.459753050946144,19.885291976050343,11.6490457099168,3.995166107477964,7.653879602438837,11.6490457099168,3.995166107477964,7.653879602438837,0,0,0,0,0,0,122.50438667435016,67.33757011725793,55.16681655709223,122.50438667435016,67.33757011725793,55.16681655709223,75.06040256988486,39.77887798884297,35.281524581041886,8.095991766540143,0,8.095991766540143,47.4439841044653,27.558692128414958,19.885291976050343,3.947930139249469,0,3.947930139249469,97.75083197331611,13
2011,15,25295.445761071544,7705.347959059738,17590.097802011805,1152.4537354746972,569.7042022510482,582.749533223649,78.48311583401522,23.711299137968837,54.77181669604639,814.3303022428443,385.11329240643954,429.2170098364047,247.8674566210128,160.87961070663982,86.98784591437297,3.8862150680384997,0,3.8862150680384997,7.886645708786425,0,7.886645708786425,0,0,0,236.12170289109406,145.27167266710077,90.85003022399329,0,0,0,161.2525801298496,114.13222186062137,47.120358269228234,0,0,0,0,0,0,74.86912276124445,31.139450806479395,43.72967195476506,23.518614506743646,15.607938039539045,7.910676467204599,23.518614506743646,15.607938039539045,7.910676467204599,0,0,0,0,0,0,236.12170289109406,145.27167266710077,90.85003022399329,236.12170289109406,145.27167266710077,90.85003022399329,161.2525801298496,114.13222186062137,47.120358269228234,0,0,0,74.86912276124445,31.139450806479395,43.72967195476506,0,0,0,97.75083197331611,13
2012,15,26052.39478461295,8209.558773179739,17842.83601143321,1214.1304982125805,574.2169623635197,639.9135358490608,86.55647583988973,54.92277004576646,31.63370579412327,798.2972638321598,365.7770455688554,432.52021826330446,286.38497823529934,145.55169237881242,140.83328585648692,15.553919602317382,0,15.553919602317382,27.337860702914185,7.965454370085358,19.372406332828827,0,0,0,321.43211400419347,149.43345616890963,171.99865783528386,0,0,0,223.26619929979248,109.61435862225441,113.65184067753806,0,0,0,0,0,0,98.165914704401,39.819097546655215,58.3468171577458,7.844644536337412,4.083690579988143,3.76095395634927,7.844644536337412,4.083690579988143,3.76095395634927,0,0,0,0,0,0,317.5455119528774,149.43345616890963,168.11205578396778,317.5455119528774,149.43345616890963,168.11205578396778,215.4933821804379,109.61435862225441,105.87902355818348,3.8866020513160953,0,3.8866020513160953,102.0521297724395,39.819097546655215,62.23303222578429,0,0,0,97.75083197331611,13
2013,15,25979.36447796402,8575.104523845104,17404.259954118912,1019.1050098035366,510.9238561310058,508.1811536725309,66.71861591799062,39.05581954284189,27.662796375148723,598.5377004860717,286.63986342054835,311.89783706552333,295.0786676168605,149.86528794176277,145.21337967509774,15.663350944918168,7.827198576255082,7.836152368663086,23.588436497572633,15.788051463387994,7.8003850341846395,19.518238340123037,11.747635186209695,7.770603153913343,338.20315853985215,177.2915263906957,160.91163214915645,0,0,0,232.42335858191893,130.15685840820424,102.26650017371472,0,0,0,0,0,0,105.77979995793322,47.134667982491486,58.645131975441736,15.645534859622204,7.93664677691983,7.708888082702374,11.82286184495833,7.93664677691983,3.8862150680384997,0,0,0,3.8226730146638737,0,3.8226730146638737,314.68060292284616,161.60512314235282,153.07547978049337,314.68060292284616,161.60512314235282,153.07547978049337,193.19901217612676,106.56904940525978,86.62996277086698,15.663350944918168,7.827198576255082,7.836152368663086,121.48159074671942,55.036073737093055,66.44551700962637,7.8592046720878095,7.8592046720878095,0,97.75083197331611,13
2014,15,26819.710334153933,9258.345246773082,17561.36508738085,1007.6891539735509,547.3648414166921,460.32431255685884,43.574780831526766,19.90412878634459,23.670652045182177,528.4821766289128,331.11996687514016,197.36220975377265,388.21810238611357,176.389420601261,211.82868178485256,7.826378650886337,0,7.826378650886337,23.82870307710269,8.08074326905947,15.747959808043221,11.761959709937434,7.873529195815547,3.8884305141218864,427.9216922394151,196.34074575520737,231.58094648420774,0,0,0,279.12128858936774,122.23587601229562,156.8854125770721,0,0,0,0,0,0,148.8004036500474,74.10486974291175,74.69553390713565,7.710504273696261,0,7.710504273696261,7.710504273696261,0,7.710504273696261,0,0,0,0,0,0,420.07184702144053,192.34557964772938,227.72626737371115,420.07184702144053,192.34557964772938,227.72626737371115,263.4945823431494,118.24070990481765,145.2538724383317,3.8546791104966007,0,3.8546791104966007,156.57726467829116,74.10486974291175,82.47239493537943,3.995166107477964,3.995166107477964,0,97.75083197331611,13
2015,15,27977.85300183511,10069.326034546692,17908.526967288417,883.8144584016105,451.83807043657634,431.97638796503423,31.259640029083876,19.31291991663792,11.946720112445956,384.92381211188945,200.36612427096273,184.55768784092672,392.4693603280846,208.20166622919413,184.26769409889044,15.797104224281725,0,15.797104224281725,43.37154186041343,15.984076420078289,27.387465440335138,15.992999847857517,7.973283599703239,8.019716248154278,451.8916812171844,224.1115221835456,227.78015903363882,0,0,0,235.0643486123113,133.19672152851246,101.86762708379885,0,0,0,0,0,0,216.82733260487308,90.91480065503313,125.91253194983996,15.739325043452855,8.047504065430084,7.69182097802277,8.047504065430084,8.047504065430084,0,0,0,0,7.69182097802277,0,7.69182097802277,432.15517337305994,220.22192916383048,211.93324420922946,432.15517337305994,220.22192916383048,211.93324420922946,211.2441501881987,125.2234379288092,86.0207122593895,7.827198576255082,0,7.827198576255082,220.91102318486122,94.99849123502128,125.91253194983996,11.909309267869375,3.889593019715097,8.019716248154278,97.75083197331611,13
2016,15,29313.48883141209,10832.41845837491,18481.07037303718,816.5272574557885,440.0660386210358,376.46121883475263,15.661771647326702,7.80940723984075,7.852364407485952,294.97095352058676,153.17274643507895,141.79820708550778,446.97748719795356,243.38729570646214,203.59019149149142,11.9518374634829,8.114129764031885,3.8377076994510144,39.25631954373615,27.58245947562205,11.6738600681141,3.8862150680384997,0,3.8862150680384997,498.03661767944675,279.0838849461161,218.95273273333066,0,0,0,290.1919327992486,169.31995278931197,120.8719800099366,0,0,0,0,0,0,207.84468488019817,109.7639321568041,98.08075272339406,7.857914608428235,0,7.857914608428235,3.9716995403897357,0,3.9716995403897357,0,0,0,3.8862150680384997,0,3.8862150680384997,486.08478021596386,270.9697551820842,215.11502503387965,486.08478021596386,270.9697551820842,215.11502503387965,270.2934923293474,153.25922001886175,117.0342723104856,11.9518374634829,8.114129764031885,3.8377076994510144,215.7912878866165,117.71053516322242,98.08075272339406,0,0,0,97.75083197331611,13
2017,15,28567.601512903406,10727.050331080665,17840.55118182274,769.952822588265,417.0616248352313,352.8911977530336,23.33264293366481,7.901405754601569,15.43123717906324,236.59342405637832,138.5571753873562,98.03624866902213,447.2281307400194,231.50221740516014,215.72591333485929,7.608792802244014,0,7.608792802244014,31.310692538184735,27.42409048686864,3.8866020513160953,19.780200440304846,11.67673580124482,8.103464639060023,494.04377134231805,258.71899851483863,235.32477282747942,0,0,0,301.6254815344506,171.7280489573029,129.89743257714773,0,0,0,0,0,0,192.41828980786744,86.99094955753577,105.42734025033168,15.982984255903759,11.884045178434944,4.098939077468816,8.131252456335831,4.032313378867015,4.098939077468816,3.997052689071327,3.997052689071327,0,3.8546791104966007,3.8546791104966007,0,486.21424177905,254.89399451316174,231.3202472658882,486.21424177905,254.89399451316174,231.3202472658882,278.287890466251,156.28158550201053,122.00630496424043,0,0,0,207.926351312799,98.61240901115121,109.31394230164778,7.8295295632681015,3.825004001676893,4.004525561591208,97.75083197331611,13
2018,15,26739.34362310177,10092.379379087815,16646.964244013954,637.8811061594514,321.5482309195556,316.33287523989577,4.01519068656307,0,4.01519068656307,156.22921923117775,66.25069282349148,89.97852640768627,423.4468348674842,239.81361744792375,183.63321741956045,3.8226730146638737,0,3.8226730146638737,15.617650535533095,7.774645582160386,7.8430049533727075,7.62607434332504,0,7.62607434332504,442.5428865895048,251.47486508140025,191.06802150810458,0,0,0,269.4672599212701,156.7420971773186,112.72516274395149,0,0,0,0,0,0,173.07562666823475,94.73276790408163,78.3428587641531,35.093809652205714,3.8226730146638737,31.271136637541836,31.098643544727747,3.8226730146638737,27.275970530063873,0,0,0,3.995166107477964,0,3.995166107477964,431.0941392315159,251.47486508140025,179.61927415011567,431.0941392315159,251.47486508140025,179.61927415011567,258.0185125632812,156.7420971773186,101.27641538596257,7.71110352878576,0,7.71110352878576,173.07562666823475,94.73276790408163,78.3428587641531,3.7376438292031535,0,3.7376438292031535,97.75083197331611,13
2019,15,24316.954119810973,9105.09500513043,15211.859114680543,623.797894796475,314.4364669018471,309.3614278946279,7.709275065979969,0,7.709275065979969,133.01505502743356,62.45249535007201,70.56255967736156,399.6288154592723,216.30332063376179,183.3254948255105,3.805218926706675,0,3.805218926706675,31.56811760006499,19.733541752029097,11.834575848035893,35.99223012143223,7.966865647867699,28.02536447356453,463.35422058122344,247.95165817290805,215.40256240831536,0,0,0,270.8252184442159,157.31070742597186,113.51451101824406,0,0,0,0,0,0,192.5290021370075,90.64095074693621,101.88805139007128,19.719344121838077,4.032313378867015,15.687030742971064,11.727125325288787,4.032313378867015,7.694811946421773,0,0,0,7.992218796549292,0,7.992218796549292,455.3873549333557,243.9564920654301,211.4308628679256,455.3873549333557,243.9564920654301,211.4308628679256,239.23857222834917,145.60619794890098,93.63237427944817,0,0,0,216.14878270500654,98.3502941165291,117.79848858847744,7.966865647867699,3.995166107477964,3.9716995403897357,97.75083197331611,13
2020,15,21684.454699826896,8090.454859028689,13593.999840798206,525.6350426865048,258.9628959596178,266.6721467268869,3.9495503173469904,0,3.9495503173469904,117.46947776480384,62.581252144562946,54.888225620240895,322.2317261710552,161.3278886462445,160.90383752481068,11.79037307221399,0,11.79037307221399,35.264912511464686,19.541010047209536,15.723902464255149,23.37227592102296,11.690072106936967,11.682203814085996,388.6999272992947,188.51861428259707,200.18131301669763,0,0,0,157.9821567824543,75.08866700549329,82.89348977696099,0,0,0,0,0,0,230.71777051684043,113.42994727710378,117.28782323973664,15.516087305059232,7.863029532457813,7.653057772601419,7.820409613269745,4.01519068656307,3.805218926706675,3.847838845894744,0,3.847838845894744,3.847838845894744,3.847838845894744,0,372.93644418051576,180.67638102155485,192.26006315896092,372.93644418051576,180.67638102155485,192.26006315896092,130.5568573119494,59.47421041244021,71.08264689950917,3.9495503173469904,0,3.9495503173469904,242.37958686856638,121.20217060911463,121.17741625945175,11.813932801431958,7.842233261042223,3.9716995403897357,97.75083197331611,13
2021,15,19638.498590835217,7210.558537590943,12427.940053244276,455.5006012000555,219.6903141692763,235.81028703077922,12.084480206253726,7.985541128784911,4.098939077468816,125.75431105485131,55.121959192121174,70.63235186273013,270.3200426277147,141.01170174483673,129.30834088287799,3.8783630883375837,0,3.8783630883375837,23.635253675859516,7.859893033818086,15.775360642041433,15.744459967050526,7.711219069715392,8.033240897335133,305.86620968168137,156.58281384837022,149.28339583331115,0,0,0,184.50957963819192,94.06346547132064,90.44611416687128,0,0,0,0,0,0,121.35663004348943,62.51934837704956,58.83728166643987,11.795600257269113,0,11.795600257269113,11.795600257269113,0,11.795600257269113,0,0,0,0,0,0,293.9546056960086,156.58281384837022,137.37179184763843,293.9546056960086,156.58281384837022,137.37179184763843,164.82554551644222,90.17725040328214,74.64829511316006,7.962053668325726,0,7.962053668325726,129.12906017956644,66.40556344508806,62.72349673447837,3.9495503173469904,0,3.9495503173469904,97.75083197331611,13
2022,15,19475.622528977492,7345.24823879915,12130.374290178343,379.22805057605825,206.71949900854463,172.5085515675136,3.7376438292031535,0,3.7376438292031535,136.50111456230772,85.70791791445265,50.79319664785508,188.0315477581562,97.54521711437866,90.48633064377755,3.8884305141218864,0,3.8884305141218864,7.608792802244014,3.76095395634927,3.847838845894744,23.70253992391413,11.884075614172781,11.818464309741351,231.0678939051082,113.09018281465285,117.97771109045536,0,0,0,121.53404664667497,70.25902812663877,51.275018520036205,0,0,0,0,0,0,109.53384725843323,42.831154688014074,66.70269257041915,7.921398279439157,7.921398279439157,0,7.921398279439157,7.921398279439157,0,0,0,0,0,0,0,211.44049125556418,105.20127330795802,106.23921794760615,211.44049125556418,105.20127330795802,106.23921794760615,94.17728835976764,58.60916466359468,35.56812369617297,3.8884305141218864,0,3.8884305141218864,117.26320289579652,46.59210864436334,70.67109425143317,15.738972135422138,7.888909506694818,7.850062628727319,97.75083197331611,13
2023,15,19821.51866758543,7488.367750239827,12333.150917345605,367.82969654089874,211.44293635488492,156.38676018601384,0,0,0,97.74493780337987,46.70382969102164,51.041108112358224,223.45945906734198,133.4417060949112,90.01775297243077,3.76095395634927,3.76095395634927,0,19.452428348068786,11.740162313689815,7.712266034378971,15.473547675274107,11.712593718924836,3.76095395634927,258.1746895066444,156.6837165434854,101.49097296315901,0,0,0,148.6852538570115,82.04595812903507,66.63929572797643,0,0,0,0,0,0,109.4894356496329,74.63775841445032,34.85167723518258,11.910069230874479,8.055390120377877,3.8546791104966007,7.938369690484743,4.083690579988143,3.8546791104966007,0,0,0,3.9716995403897357,3.9716995403897357,0,246.67062592567666,148.9406069188669,97.73001900680974,246.67062592567666,148.9406069188669,97.73001900680974,133.32651116554715,70.44816939391998,62.87834177162717,0,0,0,113.3441147601295,78.49243752494692,34.85167723518258,11.504063580967758,7.743109624618487,3.76095395634927,97.75083197331611,13
2024,15,20631.0633013556,8246.33945076873,12384.723850586868,491.1759407774294,228.36131602413673,262.8146247532927,3.968401681014031,0,3.968401681014031,114.02704548401401,43.78567766592,70.24136781809402,268.1994990357823,141.49329547743065,126.70620355835165,7.693649440828562,0,7.693649440828562,27.326698601925237,19.635264607180062,7.691433994745175,27.285901158128816,3.997052689071327,23.288848469057488,326.4554914447288,164.91306368119697,161.54242776353186,0,0,0,196.78774462611597,94.48266800519043,102.30507662092555,0,0,0,0,0,0,129.66774681861284,70.43039567600654,59.237351142606315,46.72500216767256,19.66257467701975,27.0624274906528,27.228747560075696,15.690875136630016,11.53787242344568,0,0,0,19.496254607596857,3.9716995403897357,15.524555067207123,311.11891537774255,164.91306368119697,146.2058516965456,311.11891537774255,164.91306368119697,146.2058516965456,169.5325037779257,90.48561531611911,79.0468884618066,7.693649440828562,0,7.693649440828562,141.58641159981687,74.42744836507786,67.158963234739,7.642926626157689,0,7.642926626157689,97.75083197331611,13
2025,15,22041.159449881197,8972.871645632964,13068.287804248235,458.3016690670239,227.57792229700425,230.7237467700197,3.8226730146638737,3.8226730146638737,0,136.65358805890193,82.1781839629294,54.475404095972536,246.93016509594514,105.92994389668094,141.00022119926422,0,0,0,35.33449826370524,11.810959671707282,23.523538591997962,19.62112762608463,15.732697111962741,3.8884305141218864,294.3151229707114,133.47360068035096,160.84152229036042,0,0,0,153.36852436328442,62.705348029696005,90.66317633358841,0,0,0,0,0,0,140.94659860742698,70.76825265065496,70.17834595677202,23.510285022746736,8.103464639060023,15.406820383686712,15.740310372838577,4.098939077468816,11.64137129536976,0,0,0,7.769974649908159,4.004525561591208,3.7654490883169505,290.4367598823738,129.59523759201338,160.84152229036042,290.4367598823738,129.59523759201338,160.84152229036042,133.6177770405496,50.987841604296335,82.62993543625328,0,0,0,156.81898284182418,78.60739598771704,78.21158685410715,3.8783630883375837,3.8783630883375837,0,97.75083197331611,13
2026,15,22372.72236154295,9090.91789971756,13281.80446182539,544.918299832944,285.25331533747783,259.6649844954661,4.083690579988143,4.083690579988143,0,118.24940271498588,54.93692747111184,63.31247524387405,348.1687612698786,187.2706302277388,160.89813104213982,7.7722233320108645,0,7.7722233320108645,19.603742595394923,11.682998702406021,7.920743892988901,19.60780747450023,11.555715213498058,8.052092261002173,387.4766742414108,206.65951181570838,180.81716242570243,0,0,0,222.9683605710986,136.33229484375065,86.63606572734797,0,0,0,0,0,0,164.5083136703122,70.32721697195772,94.18109669835448,35.10853229655907,19.57318547066947,15.535346825889603,23.218224216962927,15.540872091802452,7.677352125160475,0,0,0,11.890308079596144,4.032313378867015,7.857994700729128,375.6599414625885,198.9264696168742,176.7334718457143,375.6599414625885,198.9264696168742,176.7334718457143,207.3289547776124,124.77657963025258,82.55237514735983,0,0,0,168.33098668497607,74.1498899866216,94.18109669835448,11.816732778822328,7.733042198834185,4.083690579988143,97.75083197331611,13
2027,15,22102.638479657366,9023.209102217066,13079.429377440301,424.09276117809685,222.90703233202063,201.18572884607624,3.9716995403897357,0,3.9716995403897357,121.02866272757828,69.40809490002076,51.62056782755754,251.7809332001693,133.77072238576403,118.01021081440527,8.197878154937632,0,8.197878154937632,11.549491056918374,7.744272130211698,3.805218926706675,11.734201317778014,3.997052689071327,7.737148628706686,271.4379189712801,137.57367751456232,133.86424145671776,0,0,0,164.06341665298757,86.06475584677044,77.99866080621712,0,0,0,0,0,0,107.37450231829253,51.50892166779188,55.86558065050065,27.654479938848755,15.925259917437549,11.729220021411207,19.834941552564278,11.953560377047813,7.881381175516464,0,0,0,7.81953838628448,3.9716995403897357,3.847838845894744,263.34192720473993,133.576624825491,129.76530237924894,263.34192720473993,133.576624825491,129.76530237924894,144.5071638517087,78.17811013798402,66.32905371372468,4.098939077468816,0,4.098939077468816,118.83476335303125,55.39851468750698,63.436248665524275,3.997052689071327,3.997052689071327,0,97.75083197331611,13
2028,15,20531.400203722456,8396.59859492566,12134.801608796797,385.32997878957747,220.23666296156674,165.09331582801076,4.083690579988143,0,4.083690579988143,94.25199198254128,51.02353925870366,43.228452723837634,200.74814856326788,102.40691488022696,98.3412336830409,3.847838845894744,3.847838845894744,0,19.299005619946758,19.299005619946758,0,16.00143011976209,16.00143011976209,0,263.610568608513,153.55553429790095,110.05503431061207,0,0,0,164.84279831358523,98.00670891936979,66.83608939421545,0,0,0,0,0,0,98.76777029492777,55.548825378531156,43.21894491639662,23.383727618535044,15.657589404962145,7.7261382135729,19.495297104413158,15.657589404962145,3.8377076994510144,0,0,0,3.8884305141218864,0,3.8884305141218864,255.60985354863197,145.5548192380199,110.05503431061207,255.60985354863197,145.5548192380199,110.05503431061207,137.33576825656732,70.49967886235186,66.83608939421545,0,0,0,118.27408529206465,75.05514037566803,43.21894491639662,8.000715059881045,8.000715059881045,0,97.75083197331611,13
2029,15,17990.04933129559,7252.871041575427,10737.178289720165,289.8390745178876,144.71780858310294,145.12126593478465,0,0,0,90.47145324711937,39.58359593996863,50.88785730715074,136.5304943450559,81.63136299731828,54.89913134773764,7.883267757109827,0,7.883267757109827,19.77237462276604,7.883654740387422,11.888719882378616,11.612417002270828,3.8862150680384997,7.726201934232328,175.80640570690352,97.2874478737827,78.51895783312082,0,0,0,101.82162483468373,42.665174948893984,59.15644988578975,0,0,0,0,0,0,73.98478087221979,54.622272924888705,19.362507947331082,23.5612155638647,7.846764769351615,15.714450794513086,7.9773021658064,3.8783630883375837,4.098939077468816,3.968401681014031,3.968401681014031,0,11.61551171704427,0,11.61551171704427,160.07824641482762,93.29039518471136,66.78785123011626,160.07824641482762,93.29039518471136,66.78785123011626,74.19650669725071,34.781520208506564,39.41498648874414,7.883267757109827,0,7.883267757109827,85.88173971757692,58.5088749762048,27.372864741372116,7.844891534966071,3.997052689071327,3.847838845894744,97.75083197331611,13
2030,15,14837.50674510604,5917.735868573775,8919.770876532266,224.68129771606445,114.33594052926084,110.34535718680361,3.8866020513160953,3.8866020513160953,0,79.08335291600049,39.71924998537906,39.364102930621435,79.1097681111645,35.67440146062319,43.435366650541305,0,0,0,15.513882557704676,0,15.513882557704676,15.768355748792912,11.773189641314948,3.995166107477964,114.35222725448517,51.40781193876123,62.944415315723944,0,0,0,59.046125564069015,23.838232721966822,35.20789284210219,0,0,0,0,0,0,55.306101690416156,27.569579216794406,27.736522473621754,27.359115494262685,19.32227655380446,8.036838940458223,7.769957208070169,3.7376438292031535,4.032313378867015,0,0,0,19.589158286192514,15.584632724601308,4.004525561591208,110.46263423477008,47.51821891904613,62.944415315723944,110.46263423477008,47.51821891904613,62.944415315723944,47.529295695435664,19.948639702251725,27.58065599318394,0,0,0,62.93333853933441,27.569579216794406,35.363759322540005,3.889593019715097,3.889593019715097,0,97.75083197331611,13
2031,15,12630.849442601057,4962.921589394452,7667.9278532066055,172.56983393637367,78.54898975545302,94.02084418092065,0,0,0,50.76945919914716,15.571945255503524,35.197513943643635,78.7402608918172,43.32447432620327,35.41578656561392,4.032313378867015,4.032313378867015,0,7.904158004175491,0,7.904158004175491,15.555270987751678,3.889593019715097,11.665677968036581,102.18495183486934,51.194495404521305,50.99045643034803,0,0,0,58.71429772617863,27.440817892110104,31.273479834068524,0,0,0,0,0,0,43.4706541086907,23.7536775124112,19.716976596279505,19.61542290235717,11.782549095428191,7.832873806928978,7.842233261042223,4.004525561591208,3.8377076994510144,0,0,0,11.773189641314948,7.778023533836984,3.995166107477964,102.18495183486934,51.194495404521305,50.99045643034803,102.18495183486934,51.194495404521305,50.99045643034803,51.08640578480808,27.440817892110104,23.645587892697975,0,0,0,51.09854605006125,23.7536775124112,27.344868537650054,0,0,0,97.75083197331611,13
2032,15,10579.298324098638,4022.516593465023,6556.781730633615,125.53573956703278,59.04528700336976,66.49045256366301,0,0,0,19.629797127072024,8.114129764031885,11.515667363040137,74.62268425480602,39.46621269096861,35.15647156383741,0,0,0,8.131252456335831,0,8.131252456335831,3.7654490883169505,0,3.7654490883169505,86.06776596091095,43.0982834324089,42.96948252850205,0,0,0,39.15581938459141,19.922871656746057,19.232947727845353,0,0,0,0,0,0,46.91194657631954,23.17541177566284,23.7365348006567,19.83817647904981,7.832873806928978,12.005302672120832,16.000468779598794,3.995166107477964,12.005302672120832,0,0,0,3.8377076994510144,3.8377076994510144,0,86.06776596091095,43.0982834324089,42.96948252850205,86.06776596091095,43.0982834324089,42.96948252850205,39.15581938459141,19.922871656746057,19.232947727845353,0,0,0,46.91194657631954,23.17541177566284,23.7365348006567,0,0,0,97.75083197331611,13
2033,15,9188.566058174845,3292.9756973963254,5895.590360778521,106.60477083308729,78.6376670489624,27.967103784124877,0,0,0,16.140303579518246,8.036838940458223,8.103464639060023,62.420026913853015,54.52707083813992,7.892956075713094,0,0,0,12.120529520446366,8.08821614157935,4.032313378867015,4.098939077468816,4.098939077468816,0,78.39523554479598,58.53159639973113,19.86363914506485,0,0,0,39.63643766478278,35.631912103191574,4.004525561591208,0,0,0,0,0,0,38.7587978800132,22.89968429653955,15.859113583473645,12.069231708773053,12.069231708773053,0,0,0,0,0,0,0,12.069231708773053,12.069231708773053,0,78.39523554479598,58.53159639973113,19.86363914506485,78.39523554479598,58.53159639973113,19.86363914506485,39.63643766478278,35.631912103191574,4.004525561591208,0,0,0,38.7587978800132,22.89968429653955,15.859113583473645,0,0,0,97.75083197331611,13
2034,15,8671.278994469269,3002.197285298551,5669.081709170718,89.32147573091552,50.42365356646025,38.89782216445527,0,0,0,35.029538393539816,19.289493134959972,15.740045258579844,38.83760864304183,23.422941361784893,15.414667281256941,0,0,0,0,0,0,7.7408941785351,3.8862150680384997,3.8546791104966007,46.598287896547156,31.134160431500284,15.464127465046866,0,0,0,19.539584164187183,15.590033846840193,3.9495503173469904,0,0,0,0,0,0,27.05870373235997,15.544126584660091,11.514577147699876,7.693649440828562,0,7.693649440828562,3.805218926706675,0,3.805218926706675,0,0,0,3.8884305141218864,0,3.8884305141218864,42.71207282850865,27.247945363461785,15.464127465046866,42.71207282850865,27.247945363461785,15.464127465046866,15.653369096148685,11.703818778801693,3.9495503173469904,0,0,0,27.05870373235997,15.544126584660091,11.514577147699876,3.8862150680384997,3.8862150680384997,0,97.75083197331611,13
2035,15,8275.930626535644,2766.4159004610606,5509.514726074584,90.37558922228594,31.472105742059245,58.90348348022669,0,0,0,35.522641158195306,11.869328418688626,23.65331273950668,46.78230944623208,19.60277732337062,27.179532122861453,4.098939077468816,0,4.098939077468816,0,0,0,0,0,0,46.78230944623208,19.60277732337062,27.179532122861453,0,0,0,27.624678174472322,15.716175272054526,11.908502902417798,0,0,0,0,0,0,19.15763127175975,3.8866020513160953,15.271029220443657,8.07063861785855,0,8.07063861785855,4.098939077468816,0,4.098939077468816,0,0,0,3.9716995403897357,0,3.9716995403897357,46.78230944623208,19.60277732337062,27.179532122861453,46.78230944623208,19.60277732337062,27.179532122861453,27.624678174472322,15.716175272054526,11.908502902417798,0,0,0,19.15763127175975,3.8866020513160953,15.271029220443657,0,0,0,97.75083197331611,13
2036,15,8124.670358948933,2547.34653688133,5577.323822067603,98.369996513609,42.97937342182654,55.39062309178246,3.8377076994510144,0,3.8377076994510144,39.776624189702154,4.032313378867015,35.74431081083514,35.308765085858944,19.50016050436264,15.808604581496304,0,0,0,7.918528446905515,7.918528446905515,0,3.825004001676893,3.825004001676893,0,47.05229753444135,31.243692952945047,15.808604581496304,0,0,0,27.56478726209667,19.70980086856578,7.854986393530889,0,0,0,0,0,0,19.487510272344682,11.533892084379266,7.953618187965416,7.703367090014477,7.703367090014477,0,3.8783630883375837,3.8783630883375837,0,0,0,0,3.825004001676893,3.825004001676893,0,47.05229753444135,31.243692952945047,15.808604581496304,47.05229753444135,31.243692952945047,15.808604581496304,23.532473883229653,15.677487489698764,7.854986393530889,0,0,0,23.5198236512117,15.566205463246282,7.953618187965416,0,0,0,97.75083197331611,13
